Id;region;vaccine;year;coverage
1329;Eastern Europe & Central Asia;bcg;2005;93
1330;Eastern Europe & Central Asia;dtp1;2005;96
1331;Eastern Europe & Central Asia;dtp3;2005;95
1332;Eastern Europe & Central Asia;hepb3;2005;91
1333;Eastern Europe & Central Asia;hepbb;2005;68
1334;Eastern Europe & Central Asia;hib3;2005;1
1335;Eastern Europe & Central Asia;mcv1;2005;95
1336;Eastern Europe & Central Asia;mcv2;2005;94
1337;Eastern Europe & Central Asia;pol3;2005;95
1338;Eastern Europe & Central Asia;rcv1;2005;58
1339;Eastern Europe & Central Asia;bcg;2006;95
1340;Eastern Europe & Central Asia;dtp1;2006;96
1341;Eastern Europe & Central Asia;dtp3;2006;94
1342;Eastern Europe & Central Asia;hepb3;2006;91
1343;Eastern Europe & Central Asia;hepbb;2006;67
1344;Eastern Europe & Central Asia;hib3;2006;3
1345;Eastern Europe & Central Asia;mcv1;2006;96
1346;Eastern Europe & Central Asia;mcv2;2006;89
1347;Eastern Europe & Central Asia;pol3;2006;94
1348;Eastern Europe & Central Asia;rcv1;2006;92
1349;Eastern Europe & Central Asia;rotac;2006;0
1350;Eastern Europe & Central Asia;bcg;2007;96
1351;Eastern Europe & Central Asia;dtp1;2007;98
1352;Eastern Europe & Central Asia;dtp3;2007;96
1353;Eastern Europe & Central Asia;hepb3;2007;95
1354;Eastern Europe & Central Asia;hepbb;2007;66
1355;Eastern Europe & Central Asia;hib3;2007;24
1356;Eastern Europe & Central Asia;mcv1;2007;97
1357;Eastern Europe & Central Asia;mcv2;2007;90
1358;Eastern Europe & Central Asia;pol3;2007;96
1359;Eastern Europe & Central Asia;rcv1;2007;93
1360;Eastern Europe & Central Asia;rotac;2007;0
1361;Eastern Europe & Central Asia;bcg;2008;96
1362;Eastern Europe & Central Asia;dtp1;2008;97
1363;Eastern Europe & Central Asia;dtp3;2008;96
1364;Eastern Europe & Central Asia;hepb3;2008;93
1365;Eastern Europe & Central Asia;hepbb;2008;66
1366;Eastern Europe & Central Asia;hib3;2008;36
1367;Eastern Europe & Central Asia;mcv1;2008;97
1368;Eastern Europe & Central Asia;mcv2;2008;87
1369;Eastern Europe & Central Asia;pcv3;2008;0
1370;Eastern Europe & Central Asia;pol3;2008;96
1371;Eastern Europe & Central Asia;rcv1;2008;93
1372;Eastern Europe & Central Asia;rotac;2008;0
1373;Eastern Europe & Central Asia;bcg;2009;96
1374;Eastern Europe & Central Asia;dtp1;2009;95
1375;Eastern Europe & Central Asia;dtp3;2009;94
1376;Eastern Europe & Central Asia;hepb3;2009;93
1377;Eastern Europe & Central Asia;hepbb;2009;65
1378;Eastern Europe & Central Asia;hib3;2009;51
1379;Eastern Europe & Central Asia;mcv1;2009;95
1380;Eastern Europe & Central Asia;mcv2;2009;83
1381;Eastern Europe & Central Asia;pcv3;2009;21
1382;Eastern Europe & Central Asia;pol3;2009;95
1383;Eastern Europe & Central Asia;rcv1;2009;95
1384;Eastern Europe & Central Asia;rotac;2009;0
1385;Eastern Europe & Central Asia;bcg;2010;97
1386;Eastern Europe & Central Asia;dtp1;2010;94
1387;Eastern Europe & Central Asia;dtp3;2010;93
1388;Eastern Europe & Central Asia;hepb3;2010;92
1389;Eastern Europe & Central Asia;hepbb;2010;59
1390;Eastern Europe & Central Asia;hib3;2010;55
1391;Eastern Europe & Central Asia;mcv1;2010;94
1392;Eastern Europe & Central Asia;mcv2;2010;87
1393;Eastern Europe & Central Asia;pcv3;2010;21
1394;Eastern Europe & Central Asia;pol3;2010;93
1395;Eastern Europe & Central Asia;rcv1;2010;94
1396;Eastern Europe & Central Asia;rotac;2010;0
1397;Eastern Europe & Central Asia;bcg;2011;96
1398;Eastern Europe & Central Asia;dtp1;2011;94
1399;Eastern Europe & Central Asia;dtp3;2011;93
1400;Eastern Europe & Central Asia;hepb3;2011;90
1401;Eastern Europe & Central Asia;hepbb;2011;64
1402;Eastern Europe & Central Asia;hib3;2011;58
1403;Eastern Europe & Central Asia;mcv1;2011;95
1404;Eastern Europe & Central Asia;mcv2;2011;91
1405;Eastern Europe & Central Asia;pcv3;2011;22
1406;Eastern Europe & Central Asia;pol3;2011;93
1407;Eastern Europe & Central Asia;rcv1;2011;95
1408;Eastern Europe & Central Asia;rotac;2011;0
1409;Eastern Europe & Central Asia;bcg;2012;97
1410;Eastern Europe & Central Asia;dtp1;2012;95
1411;Eastern Europe & Central Asia;dtp3;2012;95
1412;Eastern Europe & Central Asia;hepb3;2012;92
1413;Eastern Europe & Central Asia;hepbb;2012;64
1414;Eastern Europe & Central Asia;hib3;2012;65
1415;Eastern Europe & Central Asia;mcv1;2012;95
1416;Eastern Europe & Central Asia;mcv2;2012;90
1417;Eastern Europe & Central Asia;pcv3;2012;24
1418;Eastern Europe & Central Asia;pol3;2012;95
1419;Eastern Europe & Central Asia;rcv1;2012;95
1420;Eastern Europe & Central Asia;rotac;2012;0
1421;Eastern Europe & Central Asia;bcg;2013;97
1422;Eastern Europe & Central Asia;dtp1;2013;96
1423;Eastern Europe & Central Asia;dtp3;2013;95
1424;Eastern Europe & Central Asia;hepb3;2013;93
1425;Eastern Europe & Central Asia;hepbb;2013;64
1426;Eastern Europe & Central Asia;hib3;2013;65
1427;Eastern Europe & Central Asia;mcv1;2013;96
1428;Eastern Europe & Central Asia;mcv2;2013;93
1429;Eastern Europe & Central Asia;pcv3;2013;25
1430;Eastern Europe & Central Asia;pol3;2013;95
1431;Eastern Europe & Central Asia;rcv1;2013;96
1432;Eastern Europe & Central Asia;rotac;2013;1
1433;Eastern Europe & Central Asia;bcg;2014;92
1434;Eastern Europe & Central Asia;dtp1;2014;94
1435;Eastern Europe & Central Asia;dtp3;2014;91
1436;Eastern Europe & Central Asia;hepb3;2014;91
1437;Eastern Europe & Central Asia;hepbb;2014;64
1438;Eastern Europe & Central Asia;hib3;2014;61
1439;Eastern Europe & Central Asia;mcv1;2014;93
1440;Eastern Europe & Central Asia;mcv2;2014;91
1441;Eastern Europe & Central Asia;pcv3;2014;27
1442;Eastern Europe & Central Asia;pol3;2014;92
1443;Eastern Europe & Central Asia;rcv1;2014;93
1444;Eastern Europe & Central Asia;rotac;2014;7
1445;Eastern Europe & Central Asia;bcg;2015;92
1446;Eastern Europe & Central Asia;dtp1;2015;95
1447;Eastern Europe & Central Asia;dtp3;2015;91
1448;Eastern Europe & Central Asia;hepb3;2015;91
1449;Eastern Europe & Central Asia;hepbb;2015;64
1450;Eastern Europe & Central Asia;hib3;2015;61
1451;Eastern Europe & Central Asia;ipv1;2015;68
1452;Eastern Europe & Central Asia;mcv1;2015;94
1453;Eastern Europe & Central Asia;mcv2;2015;90
1454;Eastern Europe & Central Asia;pcv3;2015;30
1455;Eastern Europe & Central Asia;pol3;2015;93
1456;Eastern Europe & Central Asia;rcv1;2015;94
1457;Eastern Europe & Central Asia;rotac;2015;16
1458;Eastern Europe & Central Asia;bcg;2016;95
1459;Eastern Europe & Central Asia;dtp1;2016;93
1460;Eastern Europe & Central Asia;dtp3;2016;90
1461;Eastern Europe & Central Asia;hepb3;2016;91
1462;Eastern Europe & Central Asia;hepbb;2016;62
1463;Eastern Europe & Central Asia;hib3;2016;61
1464;Eastern Europe & Central Asia;ipv1;2016;72
1465;Eastern Europe & Central Asia;mcv1;2016;93
1466;Eastern Europe & Central Asia;mcv2;2016;88
1467;Eastern Europe & Central Asia;pcv3;2016;55
1468;Eastern Europe & Central Asia;pol3;2016;93
1469;Eastern Europe & Central Asia;rcv1;2016;93
1470;Eastern Europe & Central Asia;rotac;2016;17
1471;Eastern Europe & Central Asia;bcg;2017;95
1472;Eastern Europe & Central Asia;dtp1;2017;95
1473;Eastern Europe & Central Asia;dtp3;2017;93
1474;Eastern Europe & Central Asia;hepb3;2017;93
1475;Eastern Europe & Central Asia;hepbb;2017;62
1476;Eastern Europe & Central Asia;hib3;2017;61
1477;Eastern Europe & Central Asia;ipv1;2017;70
1478;Eastern Europe & Central Asia;mcv1;2017;96
1479;Eastern Europe & Central Asia;mcv2;2017;93
1480;Eastern Europe & Central Asia;pcv3;2017;67
1481;Eastern Europe & Central Asia;pol3;2017;93
1482;Eastern Europe & Central Asia;rcv1;2017;96
1483;Eastern Europe & Central Asia;rotac;2017;17
1484;Eastern Europe & Central Asia;bcg;2018;96
1485;Eastern Europe & Central Asia;dtp1;2018;96
1486;Eastern Europe & Central Asia;dtp3;2018;93
1487;Eastern Europe & Central Asia;hepb3;2018;94
1488;Eastern Europe & Central Asia;hepbb;2018;62
1489;Eastern Europe & Central Asia;hib3;2018;61
1490;Eastern Europe & Central Asia;ipv1;2018;84
1491;Eastern Europe & Central Asia;mcv1;2018;96
1492;Eastern Europe & Central Asia;mcv2;2018;94
1493;Eastern Europe & Central Asia;pcv3;2018;72
1494;Eastern Europe & Central Asia;pol3;2018;93
1495;Eastern Europe & Central Asia;rcv1;2018;96
1496;Eastern Europe & Central Asia;rotac;2018;16
1497;Latin America & Caribbean;bcg;1980;53
1498;Latin America & Caribbean;dtp1;1980;61
1499;Latin America & Caribbean;dtp3;1980;37
1500;Latin America & Caribbean;mcv1;1980;42
1501;Latin America & Caribbean;pol3;1980;60
1502;Latin America & Caribbean;rcv1;1980;0
1503;Latin America & Caribbean;bcg;1981;58
1504;Latin America & Caribbean;dtp1;1981;66
1505;Latin America & Caribbean;dtp3;1981;42
1506;Latin America & Caribbean;mcv1;1981;48
1507;Latin America & Caribbean;pol3;1981;52
1508;Latin America & Caribbean;rcv1;1981;0
1509;Latin America & Caribbean;bcg;1982;62
1510;Latin America & Caribbean;dtp1;1982;69
1511;Latin America & Caribbean;dtp3;1982;47
1512;Latin America & Caribbean;mcv1;1982;48
1513;Latin America & Caribbean;pol3;1982;58
1514;Latin America & Caribbean;rcv1;1982;0
1515;Latin America & Caribbean;bcg;1983;64
1516;Latin America & Caribbean;dtp1;1983;72
1517;Latin America & Caribbean;dtp3;1983;49
1518;Latin America & Caribbean;mcv1;1983;47
1519;Latin America & Caribbean;pol3;1983;60
1520;Latin America & Caribbean;rcv1;1983;0
1521;Latin America & Caribbean;bcg;1984;67
1522;Latin America & Caribbean;dtp1;1984;77
1523;Latin America & Caribbean;dtp3;1984;56
1524;Latin America & Caribbean;mcv1;1984;52
1525;Latin America & Caribbean;pol3;1984;67
1526;Latin America & Caribbean;rcv1;1984;0
1527;Latin America & Caribbean;bcg;1985;58
1528;Latin America & Caribbean;dtp1;1985;77
1529;Latin America & Caribbean;dtp3;1985;55
1530;Latin America & Caribbean;hepb3;1985;0
1531;Latin America & Caribbean;mcv1;1985;60
1532;Latin America & Caribbean;pol3;1985;59
1533;Latin America & Caribbean;rcv1;1985;0
1534;Latin America & Caribbean;bcg;1986;67
1535;Latin America & Caribbean;dtp1;1986;78
1536;Latin America & Caribbean;dtp3;1986;56
1537;Latin America & Caribbean;hepb3;1986;0
1538;Latin America & Caribbean;mcv1;1986;61
1539;Latin America & Caribbean;pol3;1986;65
1540;Latin America & Caribbean;rcv1;1986;2
1541;Latin America & Caribbean;bcg;1987;71
1542;Latin America & Caribbean;dtp1;1987;80
1543;Latin America & Caribbean;dtp3;1987;59
1544;Latin America & Caribbean;hepb3;1987;0
1545;Latin America & Caribbean;mcv1;1987;60
1546;Latin America & Caribbean;pol3;1987;68
1547;Latin America & Caribbean;rcv1;1987;3
1548;Latin America & Caribbean;bcg;1988;76
1549;Latin America & Caribbean;dtp1;1988;82
1550;Latin America & Caribbean;dtp3;1988;62
1551;Latin America & Caribbean;hepb3;1988;0
1552;Latin America & Caribbean;mcv1;1988;66
1553;Latin America & Caribbean;pol3;1988;74
1554;Latin America & Caribbean;rcv1;1988;3
1555;Latin America & Caribbean;bcg;1989;78
1556;Latin America & Caribbean;dtp1;1989;84
1557;Latin America & Caribbean;dtp3;1989;64
1558;Latin America & Caribbean;hepb3;1989;0
1559;Latin America & Caribbean;mcv1;1989;70
1560;Latin America & Caribbean;pol3;1989;73
1561;Latin America & Caribbean;rcv1;1989;3
1562;Latin America & Caribbean;bcg;1990;79
1563;Latin America & Caribbean;dtp1;1990;86
1564;Latin America & Caribbean;dtp3;1990;68
1565;Latin America & Caribbean;hepb3;1990;0
1566;Latin America & Caribbean;hib3;1990;0
1567;Latin America & Caribbean;mcv1;1990;76
1568;Latin America & Caribbean;pol3;1990;70
1569;Latin America & Caribbean;rcv1;1990;5
1570;Latin America & Caribbean;bcg;1991;86
1571;Latin America & Caribbean;dtp1;1991;91
1572;Latin America & Caribbean;dtp3;1991;78
1573;Latin America & Caribbean;hepb3;1991;0
1574;Latin America & Caribbean;hib3;1991;0
1575;Latin America & Caribbean;mcv1;1991;80
1576;Latin America & Caribbean;pol3;1991;76
1577;Latin America & Caribbean;rcv1;1991;6
1578;Latin America & Caribbean;bcg;1992;89
1579;Latin America & Caribbean;dtp1;1992;91
1580;Latin America & Caribbean;dtp3;1992;77
1581;Latin America & Caribbean;hepb3;1992;0
1582;Latin America & Caribbean;hib3;1992;0
1583;Latin America & Caribbean;mcv1;1992;83
1584;Latin America & Caribbean;pol3;1992;77
1585;Latin America & Caribbean;rcv1;1992;6
1586;Latin America & Caribbean;bcg;1993;92
1587;Latin America & Caribbean;dtp1;1993;92
1588;Latin America & Caribbean;dtp3;1993;79
1589;Latin America & Caribbean;hepb3;1993;1
1590;Latin America & Caribbean;hib3;1993;0
1591;Latin America & Caribbean;mcv1;1993;82
1592;Latin America & Caribbean;pol3;1993;76
1593;Latin America & Caribbean;rcv1;1993;6
1594;Latin America & Caribbean;bcg;1994;94
1595;Latin America & Caribbean;dtp1;1994;80
1596;Latin America & Caribbean;dtp3;1994;80
1597;Latin America & Caribbean;hepb3;1994;3
1598;Latin America & Caribbean;hib3;1994;0
1599;Latin America & Caribbean;mcv1;1994;82
1600;Latin America & Caribbean;pol3;1994;80
1601;Latin America & Caribbean;rcv1;1994;6
1602;Latin America & Caribbean;bcg;1995;96
1603;Latin America & Caribbean;dtp1;1995;91
1604;Latin America & Caribbean;dtp3;1995;83
1605;Latin America & Caribbean;hepb3;1995;10
1606;Latin America & Caribbean;hib3;1995;0
1607;Latin America & Caribbean;mcv1;1995;86
1608;Latin America & Caribbean;pol3;1995;84
1609;Latin America & Caribbean;rcv1;1995;14
1610;Latin America & Caribbean;bcg;1996;96
1611;Latin America & Caribbean;dtp1;1996;88
1612;Latin America & Caribbean;dtp3;1996;82
1613;Latin America & Caribbean;hepb3;1996;13
1614;Latin America & Caribbean;hib3;1996;2
1615;Latin America & Caribbean;mcv1;1996;84
1616;Latin America & Caribbean;pol3;1996;84
1617;Latin America & Caribbean;rcv1;1996;13
1618;Latin America & Caribbean;bcg;1997;96
1619;Latin America & Caribbean;dtp1;1997;95
1620;Latin America & Caribbean;dtp3;1997;83
1621;Latin America & Caribbean;hepb3;1997;10
1622;Latin America & Caribbean;hib3;1997;3
1623;Latin America & Caribbean;mcv1;1997;89
1624;Latin America & Caribbean;pol3;1997;87
1625;Latin America & Caribbean;rcv1;1997;23
1626;Latin America & Caribbean;yfv;1997;0
1627;Latin America & Caribbean;bcg;1998;95
1628;Latin America & Caribbean;dtp1;1998;96
1629;Latin America & Caribbean;dtp3;1998;86
1630;Latin America & Caribbean;hepb3;1998;13
1631;Latin America & Caribbean;hib3;1998;11
1632;Latin America & Caribbean;mcv1;1998;91
1633;Latin America & Caribbean;pol3;1998;88
1634;Latin America & Caribbean;rcv1;1998;49
1635;Latin America & Caribbean;yfv;1998;22
1636;Latin America & Caribbean;bcg;1999;96
1637;Latin America & Caribbean;dtp1;1999;97
1638;Latin America & Caribbean;dtp3;1999;89
1639;Latin America & Caribbean;hepb3;1999;36
1640;Latin America & Caribbean;hib3;1999;17
1641;Latin America & Caribbean;mcv1;1999;92
1642;Latin America & Caribbean;pol3;1999;91
1643;Latin America & Caribbean;rcv1;1999;49
1644;Latin America & Caribbean;yfv;1999;22
1645;Latin America & Caribbean;bcg;2000;96
1646;Latin America & Caribbean;dtp1;2000;96
1647;Latin America & Caribbean;dtp3;2000;91
1648;Latin America & Caribbean;hepb3;2000;65
1649;Latin America & Caribbean;hepbb;2000;32
1650;Latin America & Caribbean;hib3;2000;69
1651;Latin America & Caribbean;mcv1;2000;93
1652;Latin America & Caribbean;mcv2;2000;60
1653;Latin America & Caribbean;pol3;2000;91
1654;Latin America & Caribbean;rcv1;2000;82
1655;Latin America & Caribbean;yfv;2000;24
1656;Latin America & Caribbean;bcg;2001;95
1657;Latin America & Caribbean;dtp1;2001;95
1658;Latin America & Caribbean;dtp3;2001;90
1659;Latin America & Caribbean;hepb3;2001;68
1660;Latin America & Caribbean;hepbb;2001;34
1661;Latin America & Caribbean;hib3;2001;72
1662;Latin America & Caribbean;mcv1;2001;95
1663;Latin America & Caribbean;mcv2;2001;61
1664;Latin America & Caribbean;pol3;2001;92
1665;Latin America & Caribbean;rcv1;2001;87
1666;Latin America & Caribbean;yfv;2001;28
1667;Latin America & Caribbean;bcg;2002;95
1668;Latin America & Caribbean;dtp1;2002;96
1669;Latin America & Caribbean;dtp3;2002;91
1670;Latin America & Caribbean;hepb3;2002;73
1671;Latin America & Caribbean;hepbb;2002;33
1672;Latin America & Caribbean;hib3;2002;76
1673;Latin America & Caribbean;mcv1;2002;93
1674;Latin America & Caribbean;mcv2;2002;57
1675;Latin America & Caribbean;pol3;2002;92
1676;Latin America & Caribbean;rcv1;2002;86
1677;Latin America & Caribbean;yfv;2002;18
1678;Latin America & Caribbean;bcg;2003;97
1679;Latin America & Caribbean;dtp1;2003;96
1680;Latin America & Caribbean;dtp3;2003;93
1681;Latin America & Caribbean;hepb3;2003;82
1682;Latin America & Caribbean;hepbb;2003;36
1683;Latin America & Caribbean;hib3;2003;82
1684;Latin America & Caribbean;mcv1;2003;94
1685;Latin America & Caribbean;mcv2;2003;55
1686;Latin America & Caribbean;pol3;2003;94
1687;Latin America & Caribbean;rcv1;2003;91
1688;Latin America & Caribbean;yfv;2003;32
1689;Latin America & Caribbean;bcg;2004;97
1690;Latin America & Caribbean;dtp1;2004;96
1691;Latin America & Caribbean;dtp3;2004;93
1692;Latin America & Caribbean;hepb3;2004;85
1693;Latin America & Caribbean;hepbb;2004;42
1694;Latin America & Caribbean;hib3;2004;87
1695;Latin America & Caribbean;mcv1;2004;93
1696;Latin America & Caribbean;mcv2;2004;57
1697;Latin America & Caribbean;pol3;2004;92
1698;Latin America & Caribbean;rcv1;2004;92
1699;Latin America & Caribbean;yfv;2004;34
1700;Latin America & Caribbean;bcg;2005;97
1701;Latin America & Caribbean;dtp1;2005;97
1702;Latin America & Caribbean;dtp3;2005;94
1703;Latin America & Caribbean;hepb3;2005;90
1704;Latin America & Caribbean;hepbb;2005;43
1705;Latin America & Caribbean;hib3;2005;92
1706;Latin America & Caribbean;mcv1;2005;93
1707;Latin America & Caribbean;mcv2;2005;55
1708;Latin America & Caribbean;pol3;2005;92
1709;Latin America & Caribbean;rcv1;2005;91
1710;Latin America & Caribbean;yfv;2005;40
1711;Latin America & Caribbean;bcg;2006;96
1712;Latin America & Caribbean;dtp1;2006;96
1713;Latin America & Caribbean;dtp3;2006;93
1714;Latin America & Caribbean;hepb3;2006;91
1715;Latin America & Caribbean;hepbb;2006;43
1716;Latin America & Caribbean;hib3;2006;91
1717;Latin America & Caribbean;mcv1;2006;94
1718;Latin America & Caribbean;mcv2;2006;54
1719;Latin America & Caribbean;pol3;2006;94
1720;Latin America & Caribbean;rcv1;2006;93
1721;Latin America & Caribbean;rotac;2006;15
1722;Latin America & Caribbean;yfv;2006;52
1723;Latin America & Caribbean;bcg;2007;96
1724;Latin America & Caribbean;dtp1;2007;95
1725;Latin America & Caribbean;dtp3;2007;93
1726;Latin America & Caribbean;hepb3;2007;90
1727;Latin America & Caribbean;hepbb;2007;44
1728;Latin America & Caribbean;hib3;2007;91
1729;Latin America & Caribbean;mcv1;2007;94
1730;Latin America & Caribbean;mcv2;2007;52
1731;Latin America & Caribbean;pol3;2007;93
1732;Latin America & Caribbean;rcv1;2007;92
1733;Latin America & Caribbean;rotac;2007;27
1734;Latin America & Caribbean;yfv;2007;52
1735;Latin America & Caribbean;bcg;2008;97
1736;Latin America & Caribbean;dtp1;2008;97
1737;Latin America & Caribbean;dtp3;2008;92
1738;Latin America & Caribbean;hepb3;2008;90
1739;Latin America & Caribbean;hepbb;2008;45
1740;Latin America & Caribbean;hib3;2008;90
1741;Latin America & Caribbean;mcv1;2008;95
1742;Latin America & Caribbean;mcv2;2008;55
1743;Latin America & Caribbean;pcv3;2008;3
1744;Latin America & Caribbean;pol3;2008;94
1745;Latin America & Caribbean;rcv1;2008;95
1746;Latin America & Caribbean;rotac;2008;42
1747;Latin America & Caribbean;yfv;2008;51
1748;Latin America & Caribbean;bcg;2009;97
1749;Latin America & Caribbean;dtp1;2009;96
1750;Latin America & Caribbean;dtp3;2009;94
1751;Latin America & Caribbean;hepb3;2009;92
1752;Latin America & Caribbean;hepbb;2009;44
1753;Latin America & Caribbean;hib3;2009;92
1754;Latin America & Caribbean;mcv1;2009;94
1755;Latin America & Caribbean;mcv2;2009;60
1756;Latin America & Caribbean;pcv3;2009;11
1757;Latin America & Caribbean;pol3;2009;93
1758;Latin America & Caribbean;rcv1;2009;94
1759;Latin America & Caribbean;rotac;2009;62
1760;Latin America & Caribbean;yfv;2009;44
1761;Latin America & Caribbean;bcg;2010;96
1762;Latin America & Caribbean;dtp1;2010;96
1763;Latin America & Caribbean;dtp3;2010;93
1764;Latin America & Caribbean;hepb3;2010;90
1765;Latin America & Caribbean;hepbb;2010;63
1766;Latin America & Caribbean;hib3;2010;91
1767;Latin America & Caribbean;mcv1;2010;93
1768;Latin America & Caribbean;mcv2;2010;60
1769;Latin America & Caribbean;pcv3;2010;35
1770;Latin America & Caribbean;pol3;2010;93
1771;Latin America & Caribbean;rcv1;2010;93
1772;Latin America & Caribbean;rotac;2010;66
1773;Latin America & Caribbean;yfv;2010;46
1774;Latin America & Caribbean;bcg;2011;96
1775;Latin America & Caribbean;dtp1;2011;96
1776;Latin America & Caribbean;dtp3;2011;93
1777;Latin America & Caribbean;hepb3;2011;91
1778;Latin America & Caribbean;hepbb;2011;67
1779;Latin America & Caribbean;hib3;2011;91
1780;Latin America & Caribbean;mcv1;2011;95
1781;Latin America & Caribbean;mcv2;2011;67
1782;Latin America & Caribbean;pcv3;2011;60
1783;Latin America & Caribbean;pol3;2011;93
1784;Latin America & Caribbean;rcv1;2011;95
1785;Latin America & Caribbean;rotac;2011;73
1786;Latin America & Caribbean;yfv;2011;49
1787;Latin America & Caribbean;bcg;2012;97
1788;Latin America & Caribbean;dtp1;2012;96
1789;Latin America & Caribbean;dtp3;2012;93
1790;Latin America & Caribbean;hepb3;2012;92
1791;Latin America & Caribbean;hepbb;2012;65
1792;Latin America & Caribbean;hib3;2012;91
1793;Latin America & Caribbean;mcv1;2012;95
1794;Latin America & Caribbean;mcv2;2012;66
1795;Latin America & Caribbean;pcv3;2012;71
1796;Latin America & Caribbean;pol3;2012;93
1797;Latin America & Caribbean;rcv1;2012;95
1798;Latin America & Caribbean;rotac;2012;75
1799;Latin America & Caribbean;yfv;2012;54
1800;Latin America & Caribbean;bcg;2013;94
1801;Latin America & Caribbean;dtp1;2013;94
1802;Latin America & Caribbean;dtp3;2013;90
1803;Latin America & Caribbean;hepb3;2013;89
1804;Latin America & Caribbean;hepbb;2013;66
1805;Latin America & Caribbean;hib3;2013;90
1806;Latin America & Caribbean;mcv1;2013;92
1807;Latin America & Caribbean;mcv2;2013;61
1808;Latin America & Caribbean;pcv3;2013;74
1809;Latin America & Caribbean;pol3;2013;88
1810;Latin America & Caribbean;rcv1;2013;92
1811;Latin America & Caribbean;rotac;2013;73
1812;Latin America & Caribbean;yfv;2013;55
1813;Latin America & Caribbean;bcg;2014;96
1814;Latin America & Caribbean;dtp1;2014;95
1815;Latin America & Caribbean;dtp3;2014;89
1816;Latin America & Caribbean;hepb3;2014;89
1817;Latin America & Caribbean;hepbb;2014;67
1818;Latin America & Caribbean;hib3;2014;89
1819;Latin America & Caribbean;mcv1;2014;93
1820;Latin America & Caribbean;mcv2;2014;73
1821;Latin America & Caribbean;pcv3;2014;79
1822;Latin America & Caribbean;pol3;2014;89
1823;Latin America & Caribbean;rcv1;2014;93
1824;Latin America & Caribbean;rotac;2014;74
1825;Latin America & Caribbean;yfv;2014;56
1826;Latin America & Caribbean;bcg;2015;96
1827;Latin America & Caribbean;dtp1;2015;96
1828;Latin America & Caribbean;dtp3;2015;90
1829;Latin America & Caribbean;hepb3;2015;89
1830;Latin America & Caribbean;hepbb;2015;70
1831;Latin America & Caribbean;hib3;2015;90
1832;Latin America & Caribbean;ipv1;2015;62
1833;Latin America & Caribbean;mcv1;2015;93
1834;Latin America & Caribbean;mcv2;2015;71
1835;Latin America & Caribbean;pcv3;2015;82
1836;Latin America & Caribbean;pol3;2015;91
1837;Latin America & Caribbean;rcv1;2015;93
1838;Latin America & Caribbean;rotac;2015;80
1839;Latin America & Caribbean;yfv;2015;55
1840;Latin America & Caribbean;bcg;2016;93
1841;Latin America & Caribbean;dtp1;2016;95
1842;Latin America & Caribbean;dtp3;2016;89
1843;Latin America & Caribbean;hepb3;2016;89
1844;Latin America & Caribbean;hepbb;2016;67
1845;Latin America & Caribbean;hib3;2016;89
1846;Latin America & Caribbean;ipv1;2016;85
1847;Latin America & Caribbean;mcv1;2016;92
1848;Latin America & Caribbean;mcv2;2016;74
1849;Latin America & Caribbean;pcv3;2016;78
1850;Latin America & Caribbean;pol3;2016;85
1851;Latin America & Caribbean;rcv1;2016;92
1852;Latin America & Caribbean;rotac;2016;76
1853;Latin America & Caribbean;yfv;2016;53
1854;Latin America & Caribbean;bcg;2017;91
1855;Latin America & Caribbean;dtp1;2017;95
1856;Latin America & Caribbean;dtp3;2017;86
1857;Latin America & Caribbean;hepb3;2017;81
1858;Latin America & Caribbean;hepbb;2017;71
1859;Latin America & Caribbean;hib3;2017;87
1860;Latin America & Caribbean;ipv1;2017;92
1861;Latin America & Caribbean;mcv1;2017;87
1862;Latin America & Caribbean;mcv2;2017;69
1863;Latin America & Caribbean;pcv3;2017;78
1864;Latin America & Caribbean;pol3;2017;82
1865;Latin America & Caribbean;rcv1;2017;87
1866;Latin America & Caribbean;rotac;2017;69
1867;Latin America & Caribbean;yfv;2017;59
1868;Latin America & Caribbean;bcg;2018;91
1869;Latin America & Caribbean;dtp1;2018;90
1870;Latin America & Caribbean;dtp3;2018;85
1871;Latin America & Caribbean;hepb3;2018;78
1872;Latin America & Caribbean;hepbb;2018;72
1873;Latin America & Caribbean;hib3;2018;85
1874;Latin America & Caribbean;ipv1;2018;86
1875;Latin America & Caribbean;mcv1;2018;89
1876;Latin America & Caribbean;mcv2;2018;77
1877;Latin America & Caribbean;pcv3;2018;79
1878;Latin America & Caribbean;pol3;2018;85
1879;Latin America & Caribbean;rcv1;2018;89
1880;Latin America & Caribbean;rotac;2018;73
1881;Latin America & Caribbean;yfv;2018;54
1882;Middle East & North Africa;bcg;1980;26
1883;Middle East & North Africa;dtp1;1980;45
1884;Middle East & North Africa;dtp3;1980;27
1885;Middle East & North Africa;mcv1;1980;23
1886;Middle East & North Africa;pol3;1980;31
1887;Middle East & North Africa;rcv1;1980;0
1888;Middle East & North Africa;bcg;1981;27
1889;Middle East & North Africa;dtp1;1981;46
1890;Middle East & North Africa;dtp3;1981;29
1891;Middle East & North Africa;mcv1;1981;26
1892;Middle East & North Africa;pol3;1981;38
1893;Middle East & North Africa;rcv1;1981;0
1894;Middle East & North Africa;bcg;1982;37
1895;Middle East & North Africa;dtp1;1982;55
1896;Middle East & North Africa;dtp3;1982;36
1897;Middle East & North Africa;mcv1;1982;34
1898;Middle East & North Africa;pol3;1982;49
